Suburb,Postcode,Lat,Lng
KARALEE,4306,-27.640431,152.702399
KARANA DOWNS,4306,-27.640431,152.702399
KARRABIN,4306,-27.640431,152.702399
KHOLO,4306,-27.640431,152.702399
LAKE MANCHESTER,4306,-27.640431,152.702399
LARK HILL,4306,-27.640431,152.702399
LINVILLE,4306,-27.640431,152.702399
MOORE,4306,-27.640431,152.702399
MOUNT BINGA,4306,-27.640431,152.702399
MOUNT CROSBY,4306,-27.640431,152.702399
MOUNT MARROW,4306,-27.640431,152.702399
MOUNT STANLEY,4306,-27.640431,152.702399
MUIRLEA,4306,-27.640431,152.702399
NUKKU,4306,-27.640431,152.702399
PEAK CROSSING,4306,-27.640431,152.702399
PINE MOUNTAIN,4306,-27.640431,152.702399
PURGA,4306,-27.640431,152.702399
RIPLEY,4306,-27.640431,152.702399
SOUTH RIPLEY,4306,-27.640431,152.702399
SPLIT YARD CREEK,4306,-27.640431,152.702399
SWANBANK,4306,-27.640431,152.702399
TAROMEO,4306,-27.640431,152.702399
TEELAH,4306,-27.640431,152.702399
THAGOONA,4306,-27.640431,152.702399
VERNOR,4306,-27.640431,152.702399
WALLOON,4306,-27.640431,152.702399
WANORA,4306,-27.640431,152.702399
WASHPOOL,4306,-27.640431,152.702399
WEST AMBERLEY,4306,-27.640431,152.702399
WHITE ROCK,4306,-27.640431,152.702399
WILLOWBANK,4306,-27.640431,152.702399
WIVENHOE POCKET,4306,-27.640431,152.702399
COLEYVILLE,4307,-27.82052,152.56642
HARRISVILLE,4307,-27.82052,152.56642
MUTDAPILLY,4307,-27.82052,152.56642
RADFORD,4307,-27.82052,152.56642
SILVERDALE,4307,-27.82052,152.56642
WARRILL VIEW,4307,-27.82052,152.56642
WILSONS PLAINS,4307,-27.82052,152.56642
ARATULA,4309,-27.981456,152.548619
CHARLWOOD,4309,-27.981456,152.548619
CLUMBER,4309,-27.981456,152.548619
FASSIFERN,4309,-27.981456,152.548619
FASSIFERN VALLEY,4309,-27.981456,152.548619
FRAZERVIEW,4309,-27.981456,152.548619
KALBAR,4309,-27.981456,152.548619
KENTS LAGOON,4309,-27.981456,152.548619
KULGUN,4309,-27.981456,152.548619
MILORA,4309,-27.981456,152.548619
MOOGERAH,4309,-27.981456,152.548619
MORWINCHA,4309,-27.981456,152.548619
MOUNT EDWARDS,4309,-27.981456,152.548619
MUNBILLA,4309,-27.981456,152.548619
OBUM OBUM,4309,-27.981456,152.548619
TAROME,4309,-27.981456,152.548619
TEVIOTVILLE,4309,-27.981456,152.548619
ALLANDALE,4310,-27.997335,152.714213
ANTHONY,4310,-27.997335,152.714213
BLANTYRE,4310,-27.997335,152.714213
BOONAH,4310,-27.997335,152.714213
BUNBURRA,4310,-27.997335,152.714213
BUNJURGEN,4310,-27.997335,152.714213
BURNETT CREEK,4310,-27.997335,152.714213
CANNON CREEK,4310,-27.997335,152.714213
CARNEYS CREEK,4310,-27.997335,152.714213
COOCHIN,4310,-27.997335,152.714213
COULSON,4310,-27.997335,152.714213
CROFTBY,4310,-27.997335,152.714213
DUGANDAN,4310,-27.997335,152.714213
FRENCHES CREEK,4310,-27.997335,152.714213
HOYA,4310,-27.997335,152.714213
KENTS POCKET,4310,-27.997335,152.714213
MAROON,4310,-27.997335,152.714213
MILBONG,4310,-27.997335,152.714213
MILFORD,4310,-27.997335,152.714213
MOUNT ALFORD,4310,-27.997335,152.714213
MOUNT FRENCH,4310,-27.997335,152.714213
ROADVALE,4310,-27.997335,152.714213
TEMPLIN,4310,-27.997335,152.714213
WALLACES CREEK,4310,-27.997335,152.714213
WOOLOOMAN,4310,-27.997335,152.714213
WYARALONG,4310,-27.997335,152.714213
ATKINSONS DAM,4311,-27.421011,152.455509
BRIGHTVIEW,4311,-27.421011,152.455509
BUARABA,4311,-27.421011,152.455509
BUARABA SOUTH,4311,-27.421011,152.455509
CHURCHABLE,4311,-27.421011,152.455509
CLARENDON,4311,-27.421011,152.455509
COOLANA,4311,-27.421011,152.455509
COOMINYA,4311,-27.421011,152.455509
LOCKYER WATERS,4311,-27.421011,152.455509
LOWOOD,4311,-27.421011,152.455509
MINDEN,4311,-27.421011,152.455509
MOUNT TARAMPA,4311,-27.421011,152.455509
PATRICK ESTATE,4311,-27.421011,152.455509
PRENZLAU,4311,-27.421011,152.455509
RIFLE RANGE,4311,-27.421011,152.455509
TARAMPA,4311,-27.421011,152.455509
WIVENHOE HILL,4311,-27.421011,152.455509
BRYDEN,4312,-27.269163,152.585337
CABOONBAH,4312,-27.269163,152.585337
COAL CREEK,4312,-27.269163,152.585337
CROSSDALE,4312,-27.269163,152.585337
ESK,4312,-27.269163,152.585337
ESKDALE,4312,-27.269163,152.585337
GLEN ESK,4312,-27.269163,152.585337
MOOMBRA,4312,-27.269163,152.585337
MOUNT BYRON,4312,-27.269163,152.585337
MOUNT HALLEN,4312,-27.269163,152.585337
MURRUMBA,4312,-27.269163,152.585337
REDBANK CREEK,4312,-27.269163,152.585337
SOMERSET DAM,4312,-27.269163,152.585337
BIARRA,4313,-27.163924,152.327655
BRAEMORE,4313,-27.163924,152.327655
COOEEIMBARDI,4313,-27.163924,152.327655
CRESSBROOK,4313,-27.163924,152.327655
FULHAM,4313,-27.163924,152.327655
GREGORS CREEK,4313,-27.163924,152.327655
IVORY CREEK,4313,-27.163924,152.327655
LOWER CRESSBROOK,4313,-27.163924,152.327655
MOUNT BEPPO,4313,-27.163924,152.327655
OTTABA,4313,-27.163924,152.327655
SCRUB CREEK,4313,-27.163924,152.327655
TOOGOOLAWAH,4313,-27.163924,152.327655
YIMBUN,4313,-27.163924,152.327655
ASHWELL,4340,-27.628455,152.560103
CALVERT,4340,-27.628455,152.560103
EBENEZER,4340,-27.628455,152.560103
GRANDCHESTER,4340,-27.628455,152.560103
JEEBROPILLY,4340,-27.628455,152.560103
LANEFIELD,4340,-27.628455,152.560103
LOWER MOUNT WALKER,4340,-27.628455,152.560103
MERRYVALE,4340,-27.628455,152.560103
MOORANG,4340,-27.628455,152.560103
MOUNT FORBES,4340,-27.628455,152.560103
MOUNT MORT,4340,-27.628455,152.560103
MOUNT WALKER,4340,-27.628455,152.560103
MOUNT WALKER WEST,4340,-27.628455,152.560103
ROSEVALE,4340,-27.628455,152.560103
ROSEWOOD,4340,-27.628455,152.560103
TALLEGALLA,4340,-27.628455,152.560103
THE BLUFF,4340,-27.628455,152.560103
WOOLSHED,4340,-27.628455,152.560103
BLENHEIM,4341,-27.653658,152.326898
HATTON VALE,4341,-27.653658,152.326898
KENSINGTON GROVE,4341,-27.653658,152.326898
KENTVILLE,4341,-27.653658,152.326898
LAIDLEY,4341,-27.653658,152.326898
LAIDLEY CREEK WEST,4341,-27.653658,152.326898
LAIDLEY HEIGHTS,4341,-27.653658,152.326898
LAIDLEY NORTH,4341,-27.653658,152.326898
LAIDLEY SOUTH,4341,-27.653658,152.326898
MOUNT BERRYMAN,4341,-27.653658,152.326898
MULGOWIE,4341,-27.653658,152.326898
PLAINLAND,4341,-27.653658,152.326898
REGENCY DOWNS,4341,-27.653658,152.326898
SUMMERHOLM,4341,-27.653658,152.326898
THORNTON,4341,-27.653658,152.326898
TOWNSON,4341,-27.653658,152.326898
CROWLEY VALE,4342,-27.543847,152.377687
FOREST HILL,4342,-27.543847,152.377687
GLEN CAIRN,4342,-27.543847,152.377687
GLENORE GROVE,4342,-27.543847,152.377687
LOCKROSE,4342,-27.543847,152.377687
LYNFORD,4342,-27.543847,152.377687
ADARE,4343,-27.511922,152.296235
BLACK DUCK CREEK,4343,-27.511922,152.296235
CAFFEY,4343,-27.511922,152.296235
COLLEGE VIEW,4343,-27.511922,152.296235
EAST HALDON,4343,-27.511922,152.296235
FORDSDALE,4343,-27.511922,152.296235
GATTON,4343,-27.511922,152.296235
INGOLDSBY,4343,-27.511922,152.296235
JUNCTION VIEW,4343,-27.511922,152.296235
LAKE CLARENDON,4343,-27.511922,152.296235
LAWES,4343,-27.511922,152.296235
LEFTHAND BRANCH,4343,-27.511922,152.296235
LOWER TENTHILL,4343,-27.511922,152.296235
MORTON VALE,4343,-27.511922,152.296235
MOUNT SYLVIA,4343,-27.511922,152.296235
PLACID HILLS,4343,-27.511922,152.296235
RINGWOOD,4343,-27.511922,152.296235
ROCKSIDE,4343,-27.511922,152.296235
ROPELEY,4343,-27.511922,152.296235
SPRING CREEK,4343,-27.511922,152.296235
UPPER TENTHILL,4343,-27.511922,152.296235
VINEGAR HILL,4343,-27.511922,152.296235
WOODBINE,4343,-27.511922,152.296235
WOODLANDS,4343,-27.511922,152.296235
CARPENDALE,4344,-27.589099,152.153257
EGYPT,4344,-27.589099,152.153257
FLAGSTONE CREEK,4344,-27.589099,152.153257
HELIDON,4344,-27.589099,152.153257
HELIDON SPA,4344,-27.589099,152.153257
IREDALE,4344,-27.589099,152.153257
LILYDALE,4344,-27.589099,152.153257
LOCKYER,4344,-27.589099,152.153257
ROCKMOUNT,4344,-27.589099,152.153257
SEVENTEEN MILE,4344,-27.589099,152.153257
STOCKYARD,4344,-27.589099,152.153257
UPPER FLAGSTONE,4344,-27.589099,152.153257
GATTON COLLEGE,4345,-27.549094,152.336382
MARBURG,4346,-27.56311,152.588618
GRANTHAM,4347,-27.574836,152.204914
MA MA CREEK,4347,-27.574836,152.204914
MOUNT WHITESTONE,4347,-27.574836,152.204914
VERADILLA,4347,-27.574836,152.204914
WINWILL,4347,-27.574836,152.204914
ATHOL,4350,-27.615354,151.774846
BLUE MOUNTAIN HEIGHTS,4350,-27.615354,151.774846
CENTENARY HEIGHTS,4350,-27.615354,151.774846
CHARLTON,4350,-27.615354,151.774846
CLIFFORD GARDENS,4350,-27.615354,151.774846
COTSWOLD HILLS,4350,-27.615354,151.774846
CRANLEY,4350,-27.615354,151.774846
DARLING HEIGHTS,4350,-27.615354,151.774846
DRAYTON,4350,-27.615354,151.774846
DRAYTON NORTH,4350,-27.615354,151.774846
EAST TOOWOOMBA,4350,-27.615354,151.774846
FINNIE,4350,-27.615354,151.774846
GLENVALE,4350,-27.615354,151.774846
GOWRIE MOUNTAIN,4350,-27.615354,151.774846
HARLAXTON,4350,-27.615354,151.774846
HARRISTOWN,4350,-27.615354,151.774846
KEARNEYS SPRING,4350,-27.615354,151.774846
MIDDLE RIDGE,4350,-27.615354,151.774846
MOUNT KYNOCH,4350,-27.615354,151.774846
MOUNT LOFTY,4350,-27.615354,151.774846
MOUNT RASCAL,4350,-27.615354,151.774846
NEWTOWN,4350,-27.615354,151.774846
NORTH TOOWOOMBA,4350,-27.615354,151.774846
NORTHLANDS,4350,-27.615354,151.774846
PRINCE HENRY HEIGHTS,4350,-27.615354,151.774846
RANGEVILLE,4350,-27.615354,151.774846
REDWOOD,4350,-27.615354,151.774846
ROCKVILLE,4350,-27.615354,151.774846
SOUTH TOOWOOMBA,4350,-27.615354,151.774846
SOUTHTOWN,4350,-27.615354,151.774846
TOOWOOMBA,4350,-27.615354,151.774846
TOOWOOMBA BC,4350,-27.615354,151.774846
TOOWOOMBA CITY,4350,-27.615354,151.774846
TOOWOOMBA DC,4350,-27.615354,151.774846
TOOWOOMBA EAST,4350,-27.615354,151.774846
TOOWOOMBA SOUTH,4350,-27.615354,151.774846
TOOWOOMBA VILLAGE FAIR,4350,-27.615354,151.774846
TOOWOOMBA WEST,4350,-27.615354,151.774846
TOP CAMP,4350,-27.615354,151.774846
TORRINGTON,4350,-27.615354,151.774846
WELLCAMP,4350,-27.615354,151.774846
WESTBROOK,4350,-27.615354,151.774846
WILSONTON,4350,-27.615354,151.774846
WILSONTON HEIGHTS,4350,-27.615354,151.774846
WYALLA PLAZA,4350,-27.615354,151.774846
BALLARD,4352,-28.583622,151.801093
BAPAUME,4352,-28.583622,151.801093
BIRNAM,4352,-28.583622,151.801093
BLANCHVIEW,4352,-28.583622,151.801093
BRANCHVIEW,4352,-28.583622,151.801093
CABARLAH,4352,-28.583622,151.801093
CAWDOR,4352,-28.583622,151.801093
CEMENT MILLS,4352,-28.583622,151.801093
COALBANK,4352,-28.583622,151.801093
CONDAMINE PLAINS,4352,-28.583622,151.801093
CUTELLA,4352,-28.583622,151.801093
DERRYMORE,4352,-28.583622,151.801093
DJUAN,4352,-28.583622,151.801093
DOCTOR CREEK,4352,-28.583622,151.801093
EVERGREEN,4352,-28.583622,151.801093
FIFTEEN MILE,4352,-28.583622,151.801093
GEHAM,4352,-28.583622,151.801093
GLENCOE,4352,-28.583622,151.801093
GORE,4352,-28.583622,151.801093
GOWRIE JUNCTION,4352,-28.583622,151.801093
GOWRIE LITTLE PLAIN,4352,-28.583622,151.801093
GRAPETREE,4352,-28.583622,151.801093
GROOMSVILLE,4352,-28.583622,151.801093
HAMPTON,4352,-28.583622,151.801093
HIGHFIELDS,4352,-28.583622,151.801093
HIGHGROVE,4352,-28.583622,151.801093
HODGSON VALE,4352,-28.583622,151.801093
KARARA,4352,-28.583622,151.801093
KLEINTON,4352,-28.583622,151.801093
KULPI,4352,-28.583622,151.801093
KURROWAH,4352,-28.583622,151.801093
LILYVALE,4352,-28.583622,151.801093
MACLAGAN,4352,-28.583622,151.801093
MALLING,4352,-28.583622,151.801093
MERINGANDAN,4352,-28.583622,151.801093
MERINGANDAN WEST,4352,-28.583622,151.801093
MERRITTS CREEK,4352,-28.583622,151.801093
MOUNT LUKE,4352,-28.583622,151.801093
MUNIGANEEN,4352,-28.583622,151.801093
MURPHYS CREEK,4352,-28.583622,151.801093
NARKO,4352,-28.583622,151.801093
NORTH MACLAGAN,4352,-28.583622,151.801093
NUTGROVE,4352,-28.583622,151.801093
OMAN AMA,4352,-28.583622,151.801093
PALMTREE,4352,-28.583622,151.801093
PAMPAS,4352,-28.583622,151.801093
PECHEY,4352,-28.583622,151.801093
PERANGA,4352,-28.583622,151.801093
PERSEVERANCE,4352,-28.583622,151.801093
POSTMANS RIDGE,4352,-28.583622,151.801093
POZIERES,4352,-28.583622,151.801093
PRESTON,4352,-28.583622,151.801093
RANGEMORE,4352,-28.583622,151.801093
RAVENSBOURNE,4352,-28.583622,151.801093
SILVER RIDGE,4352,-28.583622,151.801093
SPRING BLUFF,4352,-28.583622,151.801093
ST AUBYN,4352,-28.583622,151.801093
THORNVILLE,4352,-28.583622,151.801093
TOOWOOMBA MC,4352,-28.583622,151.801093
TUMMAVILLE,4352,-28.583622,151.801093
UMBIRAM,4352,-28.583622,151.801093
UPPER LOCKYER,4352,-28.583622,151.801093
VALE VIEW,4352,-28.583622,151.801093
WHICHELLO,4352,-28.583622,151.801093
WHITE MOUNTAIN,4352,-28.583622,151.801093
WITHCOTT,4352,-28.583622,151.801093
WOODLEIGH,4352,-28.583622,151.801093
WOOLMER,4352,-28.583622,151.801093
WUTUL,4352,-28.583622,151.801093
WYREEMA,4352,-28.583622,151.801093
YALANGUR,4352,-28.583622,151.801093
YANDILLA,4352,-28.583622,151.801093
BERGEN,4353,-27.256984,151.904578
EAST COOYAR,4353,-27.256984,151.904578
HADEN,4353,-27.256984,151.904578
DOUGLAS,4354,-27.322474,151.909698
GOOMBUNGEE,4354,-27.322474,151.909698
KILBIRNIE,4354,-27.322474,151.909698
ANDURAMBA,4355,-27.134613,152.085883
CRESSBROOK CREEK,4355,-27.134613,152.085883
CROWS NEST,4355,-27.134613,152.085883
EMU CREEK,4355,-27.134613,152.085883
GLENAVEN,4355,-27.134613,152.085883
JONES GULLY,4355,-27.134613,152.085883
MOUNTAIN CAMP,4355,-27.134613,152.085883
PIERCES CREEK,4355,-27.134613,152.085883
PINELANDS,4355,-27.134613,152.085883
PLAINBY,4355,-27.134613,152.085883
THE BLUFF,4355,-27.134613,152.085883
UPPER PINELANDS,4355,-27.134613,152.085883
BONGEEN,4356,-27.567709,151.446802
BROXBURN,4356,-27.567709,151.446802
EVANSLEA,4356,-27.567709,151.446802
IRONGATE,4356,-27.567709,151.446802
KINCORA,4356,-27.567709,151.446802
LINTHORPE,4356,-27.567709,151.446802
MOTLEY,4356,-27.567709,151.446802
MOUNT TYSON,4356,-27.567709,151.446802
NORTH BRANCH,4356,-27.567709,151.446802
NORWIN,4356,-27.567709,151.446802
PITTSWORTH,4356,-27.567709,151.446802
PURRAWUNDA,4356,-27.567709,151.446802
ROSSVALE,4356,-27.567709,151.446802
SCRUBBY MOUNTAIN,4356,-27.567709,151.446802
SPRINGSIDE,4356,-27.567709,151.446802
ST HELENS,4356,-27.567709,151.446802
STONELEIGH,4356,-27.567709,151.446802
YARRANLEA,4356,-27.567709,151.446802
BRINGALILY,4357,-28.056801,151.160021
BULLI CREEK,4357,-28.056801,151.160021
CANNING CREEK,4357,-28.056801,151.160021
CAPTAINS MOUNTAIN,4357,-28.056801,151.160021
CLONTARF,4357,-28.056801,151.160021
CONDAMINE FARMS,4357,-28.056801,151.160021
CYPRESS GARDENS,4357,-28.056801,151.160021
DOMVILLE,4357,-28.056801,151.160021
FOREST RIDGE,4357,-28.056801,151.160021
GRAYS GATE,4357,-28.056801,151.160021
KOOROONGARRA,4357,-28.056801,151.160021
LAVELLE,4357,-28.056801,151.160021
LEMONTREE,4357,-28.056801,151.160021
MILLMERRAN,4357,-28.056801,151.160021
MILLMERRAN DOWNS,4357,-28.056801,151.160021
MILLMERRAN WOODS,4357,-28.056801,151.160021
MILLWOOD,4357,-28.056801,151.160021
MOUNT EMLYN,4357,-28.056801,151.160021
PUNCHS CREEK,4357,-28.056801,151.160021
ROCKY CREEK,4357,-28.056801,151.160021
STONEHENGE,4357,-28.056801,151.160021
THE PINES,4357,-28.056801,151.160021
TURALLIN,4357,-28.056801,151.160021
WATTLE RIDGE,4357,-28.056801,151.160021
WESTERN CREEK,4357,-28.056801,151.160021
WOONDUL,4357,-28.056801,151.160021
CAMBOOYA,4358,-27.706725,151.863738
FELTON,4358,-27.706725,151.863738
FELTON SOUTH,4358,-27.706725,151.863738
RAMSAY,4358,-27.706725,151.863738
BUDGEE,4359,-27.785112,152.020111
EAST GREENMOUNT,4359,-27.785112,152.020111
GREENMOUNT,4359,-27.785112,152.020111
HIRSTGLEN,4359,-27.785112,152.020111
WEST HALDON,4359,-27.785112,152.020111
NOBBY,4360,-27.838719,151.889972
BACK PLAINS,4361,-27.894403,151.799775
CLIFTON,4361,-27.894403,151.799775
ELLANGOWAN,4361,-27.894403,151.799775
ELPHINSTONE,4361,-27.894403,151.799775
HEADINGTON HILL,4361,-27.894403,151.799775
KINGS CREEK,4361,-27.894403,151.799775
MANAPOURI,4361,-27.894403,151.799775
MISSEN FLAT,4361,-27.894403,151.799775
MOUNT MOLAR,4361,-27.894403,151.799775
NEVILTON,4361,-27.894403,151.799775
PILTON,4361,-27.894403,151.799775
RYEFORD,4361,-27.894403,151.799775
SANDY CAMP,4361,-27.894403,151.799775
SPRING CREEK,4361,-27.894403,151.799775
UPPER PILTON,4361,-27.894403,151.799775
VICTORIA HILL,4361,-27.894403,151.799775
ALLORA,4362,-28.035848,151.982723
BERAT,4362,-28.035848,151.982723
DEUCHAR,4362,-28.035848,151.982723
ELLINTHORP,4362,-28.035848,151.982723
GOOMBURRA,4362,-28.035848,151.982723
HENDON,4362,-28.035848,151.982723
MOUNT MARSHALL,4362,-28.035848,151.982723
TALGAI,4362,-28.035848,151.982723
SOUTHBROOK,4363,-27.676647,151.739695
BROOKSTEAD,4364,-27.710492,151.396183
LEYBURN,4365,-28.017149,151.597527
ALLAN,4370,-28.195568,151.949533
BONY MOUNTAIN,4370,-28.195568,151.949533
CANNINGVALE,4370,-28.195568,151.949533
CHERRY GULLY,4370,-28.195568,151.949533
CLINTONVALE,4370,-28.195568,151.949533
CUNNINGHAM,4370,-28.195568,151.949533
DANDEROO,4370,-28.195568,151.949533
ELBOW VALLEY,4370,-28.195568,151.949533
FREESTONE,4370,-28.195568,151.949533
GLADFIELD,4370,-28.195568,151.949533
GLENGALLAN,4370,-28.195568,151.949533
GREYMARE,4370,-28.195568,151.949533
JUNABEE,4370,-28.195568,151.949533
LESLIE,4370,-28.195568,151.949533
LESLIE DAM,4370,-28.195568,151.949533
LOCH LOMOND,4370,-28.195568,151.949533
MARYVALE,4370,-28.195568,151.949533
MASSIE,4370,-28.195568,151.949533
MONTROSE,4370,-28.195568,151.949533
MORGAN PARK,4370,-28.195568,151.949533
MOUNT COLLIERY,4370,-28.195568,151.949533
MOUNT STURT,4370,-28.195568,151.949533
MOUNT TABOR,4370,-28.195568,151.949533
MURRAYS BRIDGE,4370,-28.195568,151.949533
NORTH BRANCH,4370,-28.195568,151.949533
PRATTEN,4370,-28.195568,151.949533
RODGERS CREEK,4370,-28.195568,151.949533
ROSEHILL,4370,-28.195568,151.949533
ROSENTHAL HEIGHTS,4370,-28.195568,151.949533
SILVERWOOD,4370,-28.195568,151.949533
SLADEVALE,4370,-28.195568,151.949533
SWAN CREEK,4370,-28.195568,151.949533
THANE,4370,-28.195568,151.949533
THANES CREEK,4370,-28.195568,151.949533
THE GLEN,4370,-28.195568,151.949533
THE HERMITAGE,4370,-28.195568,151.949533
TOOLBURRA,4370,-28.195568,151.949533
TREGONY,4370,-28.195568,151.949533
UPPER FREESTONE,4370,-28.195568,151.949533
UPPER WHEATVALE,4370,-28.195568,151.949533
WARWICK,4370,-28.195568,151.949533
WARWICK DC,4370,-28.195568,151.949533
WHEATVALE,4370,-28.195568,151.949533
WILDASH,4370,-28.195568,151.949533
WILLOWVALE,4370,-28.195568,151.949533
WIYARRA,4370,-28.195568,151.949533
WOMINA,4370,-28.195568,151.949533
EMU VALE,4371,-28.230733,152.245531
SWANFELS,4371,-28.230733,152.245531
YANGAN,4371,-28.230733,152.245531
TANNYMOREL,4372,-28.303067,152.233089
KILLARNEY,4373,-28.340099,152.294194
THE FALLS,4373,-28.340099,152.294194
THE HEAD,4373,-28.340099,152.294194
DALVEEN,4374,-28.488431,151.968689
COTTONVALE,4375,-28.529507,151.947124
FLEURBAIX,4375,-28.529507,151.947124
THULIMBAH,4376,-28.541494,151.933783
GLEN NIVEN,4377,-28.580891,151.97341
MARYLAND,4377,-28.580891,151.97341
THE SUMMIT,4377,-28.580891,151.97341
APPLETHORPE,4378,-28.613948,151.955491
AMIENS,4380,-28.614072,151.903705
BROADWATER,4380,-28.614072,151.903705
CANNON CREEK,4380,-28.614072,151.903705
DALCOUTH,4380,-28.614072,151.903705
EUKEY,4380,-28.614072,151.903705
GLENLYON,4380,-28.614072,151.903705
GREENLANDS,4380,-28.614072,151.903705
KYOOMBA,4380,-28.614072,151.903705
MINGOOLA,4380,-28.614072,151.903705
MOUNT TULLY,4380,-28.614072,151.903705
NUNDUBBERMERE,4380,-28.614072,151.903705
PIKEDALE,4380,-28.614072,151.903705
PIKES CREEK,4380,-28.614072,151.903705
SEVERNLEA,4380,-28.614072,151.903705
SPRINGDALE,4380,-28.614072,151.903705
STANTHORPE,4380,-28.614072,151.903705
STORM KING,4380,-28.614072,151.903705
SUGARLOAF,4380,-28.614072,151.903705
THORNDALE,4380,-28.614072,151.903705
GLEN APLIN,4381,-28.739941,151.874983
BALLANDEAN,4382,-28.798985,151.842238
GIRRAWEEN,4382,-28.798985,151.842238
LYRA,4382,-28.798985,151.842238
SOMME,4382,-28.798985,151.842238
WYBERBA,4382,-28.798985,151.842238
JENNINGS,4383,-28.882394,151.910698
WALLANGARRA,4383,-28.882394,151.910698
LIMEVALE,4384,-28.728006,151.183208
BEEBO,4385,-28.722738,150.967237
BONSHAW,4385,-28.722738,150.967237
CAMP CREEK,4385,-28.722738,150.967237
GLENARBON,4385,-28.722738,150.967237
MAIDENHEAD,4385,-28.722738,150.967237
RIVERTON,4385,-28.722738,150.967237
SILVER SPUR,4385,-28.722738,150.967237
SMITHLEA,4385,-28.722738,150.967237
TEXAS,4385,-28.722738,150.967237
TEXAS,4385,-28.722738,150.967237
WATSONS CROSSING,4385,-28.722738,150.967237
BRUSH CREEK,4387,-28.606093,151.126671
BYBERA,4387,-28.606093,151.126671
COOLMUNDA,4387,-28.606093,151.126671
GREENUP,4387,-28.606093,151.126671
INGLEWOOD,4387,-28.606093,151.126671
MOSQUITO CREEK,4387,-28.606093,151.126671
TERRICA,4387,-28.606093,151.126671
WARROO,4387,-28.606093,151.126671
WHETSTONE,4387,-28.606093,151.126671
KURUMBUL,4388,-28.615672,150.554538
YELARBON,4388,-28.615672,150.554538
BILLA BILLA,4390,-28.145163,150.288342
CALINGUNEE,4390,-28.145163,150.288342
CALLANDOON,4390,-28.145163,150.288342
GOODAR,4390,-28.145163,150.288342
GOONDIWINDI,4390,-28.145163,150.288342
KINDON,4390,-28.145163,150.288342
LUNDAVRA,4390,-28.145163,150.288342
WONDALLI,4390,-28.145163,150.288342
WYAGA,4390,-28.145163,150.288342
YAGABURNE,4390,-28.145163,150.288342
KINGSTHORPE,4400,-27.495768,151.796847
ACLAND,4401,-27.303702,151.691102
AUBIGNY,4401,-27.303702,151.691102
BALGOWAN,4401,-27.303702,151.691102
BIDDESTON,4401,-27.303702,151.691102
BOODUA,4401,-27.303702,151.691102
DEVON PARK,4401,-27.303702,151.691102
GREENWOOD,4401,-27.303702,151.691102
HIGHLAND PLAINS,4401,-27.303702,151.691102
KELVINHAUGH,4401,-27.303702,151.691102
MOUNT IRVING,4401,-27.303702,151.691102
MULDU,4401,-27.303702,151.691102
OAKEY,4401,-27.303702,151.691102
ROSALIE PLAINS,4401,-27.303702,151.691102
SABINE,4401,-27.303702,151.691102
SILVERLEIGH,4401,-27.303702,151.691102
YARGULLEN,4401,-27.303702,151.691102
COOYAR,4402,-26.983086,151.832336
KOORALGIN,4402,-26.983086,151.832336
UPPER COOYAR CREEK,4402,-26.983086,151.832336
BRYMAROO,4403,-27.217717,151.591852
JONDARYAN,4403,-27.217717,151.591852
MALU,4403,-27.217717,151.591852
MOUNT MORIAH,4403,-27.217717,151.591852
QUINALOW,4403,-27.217717,151.591852
WEST PRAIRIE,4403,-27.217717,151.591852
BOWENVILLE,4404,-27.305817,151.490518
FORMARTIN,4404,-27.305817,151.490518
IRVINGDALE,4404,-27.305817,151.490518
WAINUI,4404,-27.305817,151.490518
BLAXLAND,4405,-27.192428,151.396625
BUNYA MOUNTAINS,4405,-27.192428,151.396625
DALBY,4405,-27.192428,151.396625
DUCKLO,4405,-27.192428,151.396625
GRASSDALE,4405,-27.192428,151.396625
MARMADUA,4405,-27.192428,151.396625
PIRRINUAN,4405,-27.192428,151.396625
RANGES BRIDGE,4405,-27.192428,151.396625
ST RUTH,4405,-27.192428,151.396625
TIPTON,4405,-27.192428,151.396625
WERANGA,4405,-27.192428,151.396625
BOONDANDILLA,4406,-27.894641,150.596584
HANNAFORD,4406,-27.894641,150.596584
JIMBOUR,4406,-27.894641,150.596584
KAIMKILLENBUN,4406,-27.894641,150.596584
KOGAN,4406,-27.894641,150.596584
MACALISTER,4406,-27.894641,150.596584
MOONIE,4406,-27.894641,150.596584
SOUTHWOOD,4406,-27.894641,150.596584
THE GUMS,4406,-27.894641,150.596584
WEIR RIVER,4406,-27.894641,150.596584
CATTLE CREEK,4407,-27.6483,150.836678
CECIL PLAINS,4407,-27.6483,150.836678
DUNMORE,4407,-27.6483,150.836678
NANGWEE,4407,-27.6483,150.836678
BELL,4408,-26.93254,151.448511
JANDOWAE,4410,-26.781197,151.109816
WARRA,4411,-26.929329,150.919183
BRIGALOW,4412,-26.843852,150.790571
BAKING BOARD,4413,-26.706834,150.545144
BOONARGA,4413,-26.706834,150.545144
BURNCLUITH,4413,-26.706834,150.545144
CANAGA,4413,-26.706834,150.545144
CHANCES PLAIN,4413,-26.706834,150.545144
CHINCHILLA,4413,-26.706834,150.545144
DURAH,4413,-26.706834,150.545144
HOPELAND,4413,-26.706834,150.545144
MONTROSE,4413,-26.706834,150.545144
WIEAMBILLA,4413,-26.706834,150.545144
COLUMBOOLA,4415,-26.672867,150.332141
